trip_id,pickup_datetime,dropoff_datetime,pickup_location_id,dropoff_location_id,passenger_count,trip_distance,fare_amount,tip_amount,total_amount,payment_type,vendor_id,trip_duration,pickup_hour,pickup_day,pickup_month,pickup_date,is_weekend,fare_per_km,tip_per
4105,2024-01-06 07:54:00,2024-01-06 09:12:00,19,172,2,22.7,453.24,49.65,502.89,Cash,1,78.0,7,Saturday,January,2024-01-06,False,19.97,10.95
4106,2024-01-21 03:58:00,2024-01-21 04:24:00,16,250,3,4.07,122.33,14.08,136.41,Cash,1,26.0,3,Sunday,January,2024-01-21,False,30.06,11.51
4107,2024-01-21 08:35:00,2024-01-21 09:49:00,45,61,3,23.75,489.23,78.63,567.86,Card,2,74.0,8,Sunday,January,2024-01-21,False,20.6,16.07
4108,2024-01-03 13:16:00,2024-01-03 13:22:00,155,50,2,14.73,310.09,51.74,361.83,Card,2,6.0,13,Wednesday,January,2024-01-03,False,21.05,16.69
4109,2024-01-02 16:26:00,2024-01-02 17:36:00,231,223,1,8.33,205.67,34.03,239.7,Card,1,70.0,16,Tuesday,January,2024-01-02,False,24.69,16.55
4110,2024-01-17 23:53:00,2024-01-18 00:29:00,157,172,1,12.89,280.1,55.93,336.03,Card,2,36.0,23,Wednesday,January,2024-01-17,False,21.73,19.97
4111,2024-01-03 01:22:00,2024-01-03 01:42:00,113,225,3,13.04,299.6,18.19,317.79,Cash,2,20.0,1,Wednesday,January,2024-01-03,False,22.98,6.07
4112,2024-01-21 19:03:00,2024-01-21 20:23:00,44,191,2,1.56,68.28,13.47,81.75,Card,1,80.0,19,Sunday,January,2024-01-21,False,43.77,19.73
4113,2024-01-01 14:19:00,2024-01-01 14:24:00,110,244,3,9.53,218.23,42.02,260.25,Card,2,5.0,14,Monday,January,2024-01-01,False,22.9,19.25
4114,2024-01-03 20:58:00,2024-01-03 22:14:00,111,79,2,18.76,395.84,70.39,466.23,Card,2,76.0,20,Wednesday,January,2024-01-03,False,21.1,17.78
4115,2024-01-25 10:32:00,2024-01-25 11:24:00,223,22,1,13.24,281.22,33.22,314.44,Card,1,52.0,10,Thursday,January,2024-01-25,False,21.24,11.81
4116,2024-01-18 19:20:00,2024-01-18 20:14:00,212,36,5,6.86,177.47,32.06,209.53,Card,1,54.0,19,Thursday,January,2024-01-18,False,25.87,18.07
4117,2024-01-08 05:29:00,2024-01-08 05:46:00,258,156,4,9.04,215.81,17.94,233.75,Card,1,17.0,5,Monday,January,2024-01-08,False,23.87,8.31
4118,2024-01-03 18:57:00,2024-01-03 19:16:00,247,56,1,21.71,456.36,77.01,533.37,Card,1,19.0,18,Wednesday,January,2024-01-03,False,21.02,16.87
4119,2024-01-08 06:11:00,2024-01-08 07:08:00,55,248,1,13.61,303.74,23.63,327.37,Card,1,57.0,6,Monday,January,2024-01-08,False,22.32,7.78
4120,2024-01-20 16:07:00,2024-01-20 16:55:00,72,261,1,13.68,305.43,52.63,358.06,Card,2,48.0,16,Saturday,January,2024-01-20,False,22.33,17.23
4121,2024-01-08 03:18:00,2024-01-08 03:30:00,213,260,2,24.08,501.99,71.37,573.36,Cash,2,12.0,3,Monday,January,2024-01-08,False,20.85,14.22
4122,2024-01-18 07:44:00,2024-01-18 09:02:00,171,15,1,8.7,226.07,14.63,240.7,Card,2,78.0,7,Thursday,January,2024-01-18,False,25.99,6.47
4123,2024-01-01 18:54:00,2024-01-01 19:44:00,246,188,1,12.51,284.78,52.48,337.26,Card,1,50.0,18,Monday,January,2024-01-01,False,22.76,18.43
4124,2024-01-21 22:11:00,2024-01-21 23:24:00,141,26,1,20.48,424.3,58.0,482.3,Card,1,73.0,22,Sunday,January,2024-01-21,False,20.72,13.67
4125,2024-01-27 07:27:00,2024-01-27 07:50:00,104,23,1,19.21,404.02,59.97,463.99,Card,2,23.0,7,Saturday,January,2024-01-27,False,21.03,14.84
4126,2024-01-27 17:02:00,2024-01-27 17:44:00,105,103,1,7.38,184.31,17.05,201.36,Cash,2,42.0,17,Saturday,January,2024-01-27,False,24.97,9.25
4127,2024-01-16 15:20:00,2024-01-16 15:35:00,240,29,2,4.63,152.96,27.65,180.61,Cash,1,15.0,15,Tuesday,January,2024-01-16,False,33.04,18.08
4128,2024-01-16 04:29:00,2024-01-16 05:16:00,22,57,3,17.82,381.91,50.33,432.24,Cash,1,47.0,4,Tuesday,January,2024-01-16,False,21.43,13.18
4129,2024-01-26 15:32:00,2024-01-26 15:56:00,78,62,2,7.18,177.97,20.14,198.11,Cash,2,24.0,15,Friday,January,2024-01-26,False,24.79,11.32
4130,2024-01-04 11:59:00,2024-01-04 12:23:00,195,48,2,23.14,458.25,59.64,517.89,Cash,2,24.0,11,Thursday,January,2024-01-04,False,19.8,13.01
4131,2024-01-15 18:41:00,2024-01-15 19:06:00,21,35,2,4.1,115.14,17.9,133.04,Card,2,25.0,18,Monday,January,2024-01-15,False,28.08,15.55
4132,2024-01-08 06:02:00,2024-01-08 07:28:00,160,46,2,8.64,201.67,31.11,232.78,Card,1,86.0,6,Monday,January,2024-01-08,False,23.34,15.43
4133,2024-01-06 17:32:00,2024-01-06 18:33:00,232,33,1,2.31,88.57,9.18,97.75,Card,2,61.0,17,Saturday,January,2024-01-06,False,38.34,10.36
4134,2024-01-20 03:46:00,2024-01-20 04:40:00,44,226,1,17.88,374.29,40.34,414.63,Cash,2,54.0,3,Saturday,January,2024-01-20,False,20.93,10.78
4135,2024-01-13 04:48:00,2024-01-13 06:06:00,180,216,1,22.39,449.47,60.38,509.85,Card,1,78.0,4,Saturday,January,2024-01-13,False,20.07,13.43
4136,2024-01-15 10:50:00,2024-01-15 11:20:00,101,217,4,16.26,351.61,66.34,417.95,Card,2,30.0,10,Monday,January,2024-01-15,False,21.62,18.87
4137,2024-01-02 01:51:00,2024-01-02 02:25:00,115,176,3,23.51,469.52,75.98,545.5,Cash,1,34.0,1,Tuesday,January,2024-01-02,False,19.97,16.18
4138,2024-01-09 18:25:00,2024-01-09 19:42:00,213,44,2,4.08,119.08,12.93,132.01,Card,2,77.0,18,Tuesday,January,2024-01-09,False,29.19,10.86
4139,2024-01-24 21:17:00,2024-01-24 21:52:00,18,219,4,3.11,110.12,11.07,121.19,Card,1,35.0,21,Wednesday,January,2024-01-24,False,35.41,10.05
4140,2024-01-19 05:29:00,2024-01-19 06:15:00,27,126,3,21.12,446.82,57.44,504.26,Cash,1,46.0,5,Friday,January,2024-01-19,False,21.16,12.86
4141,2024-01-01 22:41:00,2024-01-01 23:53:00,149,200,4,21.53,441.59,79.71,521.3,Cash,1,72.0,22,Monday,January,2024-01-01,False,20.51,18.05
4142,2024-01-19 03:49:00,2024-01-19 04:54:00,137,85,1,20.94,429.34,22.03,451.37,Cash,1,65.0,3,Friday,January,2024-01-19,False,20.5,5.13
4143,2024-01-04 00:50:00,2024-01-04 01:55:00,189,41,2,20.18,420.58,65.85,486.43,Cash,1,65.0,0,Thursday,January,2024-01-04,False,20.84,15.66
4144,2024-01-04 16:03:00,2024-01-04 17:17:00,190,211,2,9.69,222.14,20.92,243.06,Card,2,74.0,16,Thursday,January,2024-01-04,False,22.92,9.42
4145,2024-01-06 06:50:00,2024-01-06 08:12:00,199,39,2,6.22,162.56,13.21,175.77,Card,1,82.0,6,Saturday,January,2024-01-06,False,26.14,8.13
4146,2024-01-11 08:44:00,2024-01-11 09:56:00,102,181,1,23.29,465.64,24.13,489.77,Card,2,72.0,8,Thursday,January,2024-01-11,False,19.99,5.18
4147,2024-01-08 09:06:00,2024-01-08 09:27:00,91,231,2,8.37,207.81,38.34,246.15,Cash,1,21.0,9,Monday,January,2024-01-08,False,24.83,18.45
4148,2024-01-25 03:21:00,2024-01-25 03:44:00,224,70,1,10.56,251.0,46.9,297.9,Card,2,23.0,3,Thursday,January,2024-01-25,False,23.77,18.69
4149,2024-01-01 14:29:00,2024-01-01 15:24:00,5,76,3,17.79,380.43,22.53,402.96,Card,2,55.0,14,Monday,January,2024-01-01,False,21.38,5.92
4150,2024-01-22 21:52:00,2024-01-22 23:06:00,15,234,2,8.04,192.36,24.67,217.03,Card,2,74.0,21,Monday,January,2024-01-22,False,23.93,12.82
4151,2024-01-01 16:54:00,2024-01-01 18:01:00,5,136,1,20.66,435.27,31.73,467.0,Card,1,67.0,16,Monday,January,2024-01-01,False,21.07,7.29
4152,2024-01-08 00:23:00,2024-01-08 01:42:00,230,154,1,2.68,95.92,15.71,111.63,Card,2,79.0,0,Monday,January,2024-01-08,False,35.79,16.38
4153,2024-01-12 19:06:00,2024-01-12 20:30:00,114,99,2,19.99,404.33,60.57,464.9,Cash,2,84.0,19,Friday,January,2024-01-12,False,20.23,14.98
4154,2024-01-22 03:51:00,2024-01-22 04:25:00,4,130,2,15.44,328.41,31.06,359.47,Card,1,34.0,3,Monday,January,2024-01-22,False,21.27,9.46
4155,2024-01-24 05:38:00,2024-01-24 06:07:00,184,7,2,14.75,323.43,21.85,345.28,Card,2,29.0,5,Wednesday,January,2024-01-24,False,21.93,6.76
4156,2024-01-18 09:49:00,2024-01-18 11:08:00,213,105,2,12.0,260.26,45.46,305.72,Card,2,79.0,9,Thursday,January,2024-01-18,False,21.69,17.47
4157,2024-01-12 17:13:00,2024-01-12 18:28:00,247,50,3,7.65,197.14,29.8,226.94,Card,1,75.0,17,Friday,January,2024-01-12,False,25.77,15.12
4158,2024-01-17 03:28:00,2024-01-17 03:58:00,34,224,1,12.14,284.41,14.51,298.92,Card,1,30.0,3,Wednesday,January,2024-01-17,False,23.43,5.1
4159,2024-01-17 09:44:00,2024-01-17 10:44:00,196,64,2,11.8,261.19,37.66,298.85,Card,1,60.0,9,Wednesday,January,2024-01-17,False,22.13,14.42
4160,2024-01-21 04:21:00,2024-01-21 04:47:00,127,181,3,15.01,323.69,55.53,379.22,Cash,1,26.0,4,Sunday,January,2024-01-21,False,21.56,17.16
4161,2024-01-17 18:50:00,2024-01-17 19:13:00,142,75,3,7.76,186.53,25.86,212.39,Cash,2,23.0,18,Wednesday,January,2024-01-17,False,24.04,13.86
4162,2024-01-06 13:44:00,2024-01-06 14:19:00,136,189,1,2.86,102.32,11.63,113.95,Cash,2,35.0,13,Saturday,January,2024-01-06,False,35.78,11.37
4163,2024-01-12 13:58:00,2024-01-12 14:28:00,128,183,1,4.48,121.3,16.69,137.99,Card,1,30.0,13,Friday,January,2024-01-12,False,27.08,13.76
4164,2024-01-27 13:36:00,2024-01-27 14:22:00,174,68,1,17.78,388.65,55.56,444.21,Cash,2,46.0,13,Saturday,January,2024-01-27,False,21.86,14.3
4165,2024-01-15 04:11:00,2024-01-15 04:56:00,218,170,4,1.54,80.2,11.71,91.91,Cash,2,45.0,4,Monday,January,2024-01-15,False,52.08,14.6
4166,2024-01-14 09:36:00,2024-01-14 10:03:00,114,172,1,21.55,451.57,88.08,539.65,Cash,1,27.0,9,Sunday,January,2024-01-14,False,20.95,19.51
4167,2024-01-19 06:13:00,2024-01-19 07:04:00,12,107,1,17.67,362.34,27.83,390.17,Card,2,51.0,6,Friday,January,2024-01-19,False,20.51,7.68
4168,2024-01-19 20:52:00,2024-01-19 21:09:00,244,111,1,19.43,414.11,59.41,473.52,Card,2,17.0,20,Friday,January,2024-01-19,False,21.31,14.35
4169,2024-01-15 16:08:00,2024-01-15 17:18:00,52,78,1,21.06,444.88,34.79,479.67,Card,1,70.0,16,Monday,January,2024-01-15,False,21.12,7.82
4170,2024-01-13 16:17:00,2024-01-13 17:27:00,186,186,2,3.95,132.56,10.8,143.36,Cash,2,70.0,16,Saturday,January,2024-01-13,False,33.56,8.15
4171,2024-01-09 22:15:00,2024-01-09 22:35:00,233,253,2,20.74,440.42,66.23,506.65,Card,1,20.0,22,Tuesday,January,2024-01-09,False,21.24,15.04
4172,2024-01-14 15:22:00,2024-01-14 16:39:00,2,236,2,13.11,281.0,52.66,333.66,Card,2,77.0,15,Sunday,January,2024-01-14,False,21.43,18.74
4173,2024-01-25 17:05:00,2024-01-25 17:37:00,1,93,1,22.25,454.79,33.59,488.38,Card,2,32.0,17,Thursday,January,2024-01-25,False,20.44,7.39
4174,2024-01-14 21:45:00,2024-01-14 23:06:00,239,130,1,22.28,459.64,89.34,548.98,Cash,1,81.0,21,Sunday,January,2024-01-14,False,20.63,19.44
4175,2024-01-04 02:18:00,2024-01-04 02:57:00,55,183,3,1.58,86.33,8.45,94.78,Cash,2,39.0,2,Thursday,January,2024-01-04,False,54.64,9.79
4176,2024-01-04 16:27:00,2024-01-04 17:12:00,220,34,1,10.19,249.25,27.09,276.34,Card,1,45.0,16,Thursday,January,2024-01-04,False,24.46,10.87
4177,2024-01-29 23:01:00,2024-01-30 00:22:00,104,222,3,13.63,291.81,21.32,313.13,Cash,1,81.0,23,Monday,January,2024-01-29,False,21.41,7.31
4178,2024-01-13 19:05:00,2024-01-13 19:40:00,10,1,1,17.28,356.31,50.73,407.04,Card,1,35.0,19,Saturday,January,2024-01-13,False,20.62,14.24
4179,2024-01-20 15:13:00,2024-01-20 16:42:00,104,97,1,7.87,189.26,26.39,215.65,Card,2,89.0,15,Saturday,January,2024-01-20,False,24.05,13.94
4180,2024-01-27 17:46:00,2024-01-27 18:22:00,198,87,1,7.05,193.65,22.53,216.18,Cash,2,36.0,17,Saturday,January,2024-01-27,False,27.47,11.63
4181,2024-01-04 22:28:00,2024-01-04 23:26:00,14,252,4,10.15,250.93,30.47,281.4,Cash,1,58.0,22,Thursday,January,2024-01-04,False,24.72,12.14
4182,2024-01-19 00:14:00,2024-01-19 01:30:00,168,15,1,13.02,291.45,41.81,333.26,Card,1,76.0,0,Friday,January,2024-01-19,False,22.38,14.35
4183,2024-01-06 08:17:00,2024-01-06 09:20:00,30,142,2,23.83,483.98,66.56,550.54,Card,1,63.0,8,Saturday,January,2024-01-06,False,20.31,13.75
4184,2024-01-17 22:57:00,2024-01-17 23:42:00,14,70,2,19.29,405.38,43.03,448.41,Card,2,45.0,22,Wednesday,January,2024-01-17,False,21.02,10.61
4185,2024-01-12 10:06:00,2024-01-12 11:16:00,238,54,1,11.3,261.89,47.83,309.72,Card,1,70.0,10,Friday,January,2024-01-12,False,23.18,18.26
4186,2024-01-29 04:37:00,2024-01-29 05:35:00,62,252,1,2.3,86.51,12.99,99.5,Card,2,58.0,4,Monday,January,2024-01-29,False,37.61,15.02
4187,2024-01-08 11:11:00,2024-01-08 11:55:00,110,247,4,5.04,151.31,12.23,163.54,Card,1,44.0,11,Monday,January,2024-01-08,False,30.02,8.08
4188,2024-01-06 02:32:00,2024-01-06 03:04:00,160,134,1,11.94,268.49,26.31,294.8,Cash,2,32.0,2,Saturday,January,2024-01-06,False,22.49,9.8
4189,2024-01-10 09:16:00,2024-01-10 09:57:00,55,244,2,20.53,425.06,71.49,496.55,Card,2,41.0,9,Wednesday,January,2024-01-10,False,20.7,16.82
4190,2024-01-17 04:19:00,2024-01-17 05:28:00,249,239,5,10.14,223.43,14.67,238.1,Card,2,69.0,4,Wednesday,January,2024-01-17,False,22.03,6.57
4191,2024-01-23 04:37:00,2024-01-23 05:55:00,256,17,1,13.92,313.5,50.95,364.45,Card,2,78.0,4,Tuesday,January,2024-01-23,False,22.52,16.25
4192,2024-01-21 02:07:00,2024-01-21 03:06:00,22,233,1,22.4,468.26,48.62,516.88,Cash,2,59.0,2,Sunday,January,2024-01-21,False,20.9,10.38
4193,2024-01-29 12:54:00,2024-01-29 13:02:00,103,154,1,22.93,471.32,62.57,533.89,Card,2,8.0,12,Monday,January,2024-01-29,False,20.55,13.28
4194,2024-01-26 06:52:00,2024-01-26 07:06:00,236,186,1,6.18,173.7,15.99,189.69,Card,1,14.0,6,Friday,January,2024-01-26,False,28.11,9.21
4195,2024-01-21 11:33:00,2024-01-21 12:24:00,233,83,1,2.05,92.58,18.33,110.91,Card,1,51.0,11,Sunday,January,2024-01-21,False,45.16,19.8
4196,2024-01-19 13:11:00,2024-01-19 14:30:00,168,55,2,8.33,208.49,38.75,247.24,Card,1,79.0,13,Friday,January,2024-01-19,False,25.03,18.59
4197,2024-01-06 13:23:00,2024-01-06 13:41:00,233,62,2,17.7,370.44,70.11,440.55,Card,2,18.0,13,Saturday,January,2024-01-06,False,20.93,18.93
4198,2024-01-23 00:27:00,2024-01-23 01:09:00,5,59,2,23.83,492.7,38.29,530.99,Card,2,42.0,0,Tuesday,January,2024-01-23,False,20.68,7.77
4199,2024-01-03 06:38:00,2024-01-03 06:54:00,45,142,4,2.85,105.35,18.57,123.92,Card,2,16.0,6,Wednesday,January,2024-01-03,False,36.96,17.63
4200,2024-01-06 01:36:00,2024-01-06 02:25:00,46,149,1,1.68,90.65,11.81,102.46,Card,1,49.0,1,Saturday,January,2024-01-06,False,53.96,13.03
4201,2024-01-18 15:18:00,2024-01-18 15:39:00,164,174,1,22.22,458.6,71.62,530.22,Card,2,21.0,15,Thursday,January,2024-01-18,False,20.64,15.62
4202,2024-01-25 21:22:00,2024-01-25 22:46:00,169,62,1,18.96,402.35,33.24,435.59,Cash,1,84.0,21,Thursday,January,2024-01-25,False,21.22,8.26
4203,2024-01-10 05:01:00,2024-01-10 05:40:00,164,167,1,24.81,510.14,79.99,590.13,Cash,1,39.0,5,Wednesday,January,2024-01-10,False,20.56,15.68
4204,2024-01-08 18:13:00,2024-01-08 19:23:00,256,170,1,10.52,244.74,45.8,290.54,Card,1,70.0,18,Monday,January,2024-01-08,False,23.26,18.71
4205,2024-01-22 03:29:00,2024-01-22 04:48:00,66,103,1,10.99,262.21,23.63,285.84,Card,2,79.0,3,Monday,January,2024-01-22,False,23.86,9.01
4206,2024-01-29 12:40:00,2024-01-29 13:25:00,260,28,3,5.14,147.44,12.53,159.97,Card,1,45.0,12,Monday,January,2024-01-29,False,28.68,8.5
4207,2024-01-02 03:17:00,2024-01-02 04:28:00,88,84,5,3.78,136.74,8.98,145.72,Card,1,71.0,3,Tuesday,January,2024-01-02,False,36.17,6.57
4208,2024-01-23 01:41:00,2024-01-23 02:14:00,240,134,1,14.89,330.6,29.76,360.36,Cash,2,33.0,1,Tuesday,January,2024-01-23,False,22.2,9.0
4209,2024-01-10 11:32:00,2024-01-10 11:54:00,59,59,3,9.74,220.45,28.74,249.19,Card,1,22.0,11,Wednesday,January,2024-01-10,False,22.63,13.04
4210,2024-01-04 13:03:00,2024-01-04 13:27:00,170,90,3,2.93,117.63,20.57,138.2,Cash,1,24.0,13,Thursday,January,2024-01-04,False,40.15,17.49
4211,2024-01-18 17:00:00,2024-01-18 17:18:00,258,70,1,22.29,457.77,42.03,499.8,Cash,1,18.0,17,Thursday,January,2024-01-18,False,20.54,9.18
4212,2024-01-25 04:00:00,2024-01-25 04:38:00,46,185,1,5.76,173.21,24.8,198.01,Card,2,38.0,4,Thursday,January,2024-01-25,False,30.07,14.32
4213,2024-01-25 16:09:00,2024-01-25 17:02:00,2,60,6,18.97,403.02,49.14,452.16,Card,2,53.0,16,Thursday,January,2024-01-25,False,21.25,12.19
4214,2024-01-13 19:32:00,2024-01-13 20:30:00,129,145,2,7.77,182.39,17.01,199.4,Card,2,58.0,19,Saturday,January,2024-01-13,False,23.47,9.33
4215,2024-01-22 15:34:00,2024-01-22 16:09:00,17,168,6,20.51,421.03,53.28,474.31,Card,2,35.0,15,Monday,January,2024-01-22,False,20.53,12.65
4216,2024-01-25 14:36:00,2024-01-25 15:38:00,187,66,1,3.84,124.64,9.37,134.01,Cash,1,62.0,14,Thursday,January,2024-01-25,False,32.46,7.52
4217,2024-01-12 01:54:00,2024-01-12 02:40:00,116,124,1,19.15,409.87,59.82,469.69,Card,2,46.0,1,Friday,January,2024-01-12,False,21.4,14.59
4218,2024-01-12 22:26:00,2024-01-12 23:28:00,259,213,1,3.35,122.18,8.23,130.41,Card,2,62.0,22,Friday,January,2024-01-12,False,36.47,6.74
4219,2024-01-09 13:56:00,2024-01-09 15:22:00,249,182,6,11.73,262.22,41.86,304.08,Cash,1,86.0,13,Tuesday,January,2024-01-09,False,22.35,15.96
4220,2024-01-23 21:23:00,2024-01-23 21:57:00,198,71,1,18.62,394.76,30.26,425.02,Cash,1,34.0,21,Tuesday,January,2024-01-23,False,21.2,7.67
4221,2024-01-02 12:27:00,2024-01-02 12:56:00,227,44,1,5.16,150.19,30.0,180.19,Card,2,29.0,12,Tuesday,January,2024-01-02,False,29.11,19.97
4222,2024-01-09 03:07:00,2024-01-09 04:14:00,177,195,1,7.86,185.26,32.15,217.41,Cash,1,67.0,3,Tuesday,January,2024-01-09,False,23.57,17.35
4223,2024-01-25 08:58:00,2024-01-25 09:21:00,243,57,1,21.75,438.55,44.55,483.1,Card,1,23.0,8,Thursday,January,2024-01-25,False,20.16,10.16
4224,2024-01-19 16:55:00,2024-01-19 18:11:00,35,57,1,22.24,450.55,51.33,501.88,Cash,2,76.0,16,Friday,January,2024-01-19,False,20.26,11.39
4225,2024-01-15 17:45:00,2024-01-15 17:57:00,135,171,2,2.08,83.3,7.4,90.7,Card,2,12.0,17,Monday,January,2024-01-15,False,40.05,8.88
4226,2024-01-03 12:06:00,2024-01-03 12:13:00,10,83,1,5.03,135.04,22.29,157.33,Cash,1,7.0,12,Wednesday,January,2024-01-03,False,26.85,16.51
4227,2024-01-23 19:08:00,2024-01-23 20:19:00,183,94,1,3.82,110.51,11.84,122.35,Card,1,71.0,19,Tuesday,January,2024-01-23,False,28.93,10.71
4228,2024-01-19 09:29:00,2024-01-19 10:59:00,202,161,1,5.31,161.77,26.41,188.18,Card,2,90.0,9,Friday,January,2024-01-19,False,30.47,16.33
4229,2024-01-10 23:47:00,2024-01-11 01:12:00,19,102,2,24.28,485.71,25.63,511.34,Card,2,85.0,23,Wednesday,January,2024-01-10,False,20.0,5.28
4230,2024-01-03 17:27:00,2024-01-03 17:48:00,23,112,1,14.24,305.03,21.46,326.49,Card,2,21.0,17,Wednesday,January,2024-01-03,False,21.42,7.04
4231,2024-01-05 08:56:00,2024-01-05 09:14:00,95,66,1,12.23,266.33,27.9,294.23,Card,1,18.0,8,Friday,January,2024-01-05,False,21.78,10.48
4232,2024-01-22 03:24:00,2024-01-22 03:37:00,64,110,2,24.63,497.6,33.01,530.61,Cash,1,13.0,3,Monday,January,2024-01-22,False,20.2,6.63
4233,2024-01-02 19:11:00,2024-01-02 20:17:00,220,120,1,14.37,314.09,44.03,358.12,Cash,1,66.0,19,Tuesday,January,2024-01-02,False,21.86,14.02
4234,2024-01-19 03:47:00,2024-01-19 04:12:00,96,242,1,16.87,349.91,20.16,370.07,Cash,2,25.0,3,Friday,January,2024-01-19,False,20.74,5.76
4235,2024-01-28 00:09:00,2024-01-28 01:29:00,157,148,2,8.99,220.08,39.39,259.47,Cash,2,80.0,0,Sunday,January,2024-01-28,False,24.48,17.9
4236,2024-01-01 20:00:00,2024-01-01 20:41:00,207,242,1,10.17,244.75,40.19,284.94,Cash,2,41.0,20,Monday,January,2024-01-01,False,24.07,16.42
4237,2024-01-11 22:01:00,2024-01-11 22:16:00,246,222,1,15.27,326.08,26.88,352.96,Cash,2,15.0,22,Thursday,January,2024-01-11,False,21.35,8.24
4238,2024-01-14 08:38:00,2024-01-14 09:02:00,199,4,2,2.67,105.62,12.95,118.57,Card,2,24.0,8,Sunday,January,2024-01-14,False,39.56,12.26
4239,2024-01-08 16:47:00,2024-01-08 17:26:00,83,8,2,7.14,183.59,21.62,205.21,Cash,1,39.0,16,Monday,January,2024-01-08,False,25.71,11.78
4240,2024-01-22 09:36:00,2024-01-22 10:33:00,133,52,2,5.72,148.83,23.62,172.45,Card,1,57.0,9,Monday,January,2024-01-22,False,26.02,15.87
4241,2024-01-17 06:08:00,2024-01-17 06:59:00,105,142,1,1.38,86.74,9.56,96.3,Cash,1,51.0,6,Wednesday,January,2024-01-17,False,62.86,11.02
4242,2024-01-28 14:20:00,2024-01-28 15:39:00,237,88,1,13.89,314.06,17.25,331.31,Card,1,79.0,14,Sunday,January,2024-01-28,False,22.61,5.49
4243,2024-01-01 02:16:00,2024-01-01 03:12:00,69,160,2,14.47,319.92,29.13,349.05,Card,1,56.0,2,Monday,January,2024-01-01,False,22.11,9.11
4244,2024-01-13 02:13:00,2024-01-13 02:25:00,184,28,1,10.21,233.5,28.0,261.5,Card,1,12.0,2,Saturday,January,2024-01-13,False,22.87,11.99
4245,2024-01-14 04:18:00,2024-01-14 04:26:00,118,16,1,7.45,201.9,39.61,241.51,Card,2,8.0,4,Sunday,January,2024-01-14,False,27.1,19.62
4246,2024-01-01 11:01:00,2024-01-01 11:32:00,180,100,2,16.65,353.36,64.37,417.73,Card,2,31.0,11,Monday,January,2024-01-01,False,21.22,18.22
4247,2024-01-25 11:20:00,2024-01-25 12:08:00,90,204,1,4.23,124.12,9.58,133.7,Cash,2,48.0,11,Thursday,January,2024-01-25,False,29.34,7.72
4248,2024-01-19 22:13:00,2024-01-19 22:57:00,88,190,2,13.45,294.35,46.65,341.0,Card,2,44.0,22,Friday,January,2024-01-19,False,21.88,15.85
4249,2024-01-19 16:04:00,2024-01-19 16:55:00,83,34,1,19.43,410.5,78.21,488.71,Card,1,51.0,16,Friday,January,2024-01-19,False,21.13,19.05
4250,2024-01-23 19:34:00,2024-01-23 20:22:00,20,259,1,4.94,154.3,7.92,162.22,Card,1,48.0,19,Tuesday,January,2024-01-23,False,31.23,5.13
4251,2024-01-08 10:24:00,2024-01-08 11:16:00,107,257,3,19.08,394.14,62.33,456.47,Card,1,52.0,10,Monday,January,2024-01-08,False,20.66,15.81
4252,2024-01-28 01:47:00,2024-01-28 03:16:00,98,53,1,19.26,393.66,46.81,440.47,Card,2,89.0,1,Sunday,January,2024-01-28,False,20.44,11.89
4253,2024-01-18 00:47:00,2024-01-18 01:43:00,232,192,2,2.44,102.71,15.62,118.33,Card,2,56.0,0,Thursday,January,2024-01-18,False,42.09,15.21
4254,2024-01-12 08:02:00,2024-01-12 09:30:00,57,172,1,1.45,93.74,13.2,106.94,Card,2,88.0,8,Friday,January,2024-01-12,False,64.65,14.08
4255,2024-01-05 20:08:00,2024-01-05 21:20:00,149,47,1,24.37,484.16,95.72,579.88,Card,1,72.0,20,Friday,January,2024-01-05,False,19.87,19.77
4256,2024-01-20 02:38:00,2024-01-20 02:53:00,235,191,1,5.64,165.61,15.46,181.07,Card,1,15.0,2,Saturday,January,2024-01-20,False,29.36,9.34
4257,2024-01-20 08:46:00,2024-01-20 10:07:00,137,41,1,20.73,427.44,71.78,499.22,Cash,2,81.0,8,Saturday,January,2024-01-20,False,20.62,16.79
4258,2024-01-02 04:20:00,2024-01-02 05:37:00,229,194,6,14.48,324.63,27.66,352.29,Card,2,77.0,4,Tuesday,January,2024-01-02,False,22.42,8.52
4259,2024-01-20 14:46:00,2024-01-20 14:54:00,202,66,3,7.35,187.47,21.62,209.09,Card,2,8.0,14,Saturday,January,2024-01-20,False,25.51,11.53
4260,2024-01-25 15:08:00,2024-01-25 16:28:00,232,43,2,4.12,125.48,24.63,150.11,Card,2,80.0,15,Thursday,January,2024-01-25,False,30.46,19.63
4261,2024-01-17 02:39:00,2024-01-17 03:56:00,19,190,3,12.92,293.46,48.4,341.86,Card,2,77.0,2,Wednesday,January,2024-01-17,False,22.71,16.49
4262,2024-01-23 07:15:00,2024-01-23 08:36:00,16,89,2,10.78,261.06,25.42,286.48,Card,2,81.0,7,Tuesday,January,2024-01-23,False,24.22,9.74
4263,2024-01-04 20:00:00,2024-01-04 20:52:00,56,176,1,17.77,369.47,52.8,422.27,Card,1,52.0,20,Thursday,January,2024-01-04,False,20.79,14.29
4264,2024-01-26 07:35:00,2024-01-26 08:05:00,114,26,1,22.7,462.42,26.57,488.99,Cash,2,30.0,7,Friday,January,2024-01-26,False,20.37,5.75
